kind,doc_id,doc_saint,doc_title_english,doc_title_geez,doc_title_amharic,doc_title_transliteration,section_id,section_title_english,section_title_geez,section_title_amharic,section_title_transliteration,block_id,block_type,speaker,geez,amharic,english,transliteration,dynamic,overrideId,optional
block,,,,,,,,,,,,ap-abs-1,response,congregation,,,"According to thy mercy, our God, and not according to our sins.",,\N,\N,\N
block,,,,,,,,,,,,ap-abs-1r,rubric,\N,\N,\N,"To be repeated thrice. Then, in succession, they shall all say:",\N,\N,\N,\N
block,,,,,,,,,,,,ap-abs-2,prayer,all,,,The hosts of the angels of the Saviour of the World stand before the Saviour of the world.,,\N,\N,\N
block,,,,,,,,,,,,ap-abs-3,prayer,all,,,"And encircle the Saviour of the world, even the body and blood of the Saviour of the world.",,\N,\N,\N
block,,,,,,,,,,,,ap-abs-4,prayer,all,,,Let us draw nigh the face of the Saviour of the world. In the faith which is of Him let us submit ourselves to Christ.,,\N,\N,\N
block,,,,,,,,,,,,ap-abs-5r,rubric,\N,\N,\N,The assistant deacon shall say while entering:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-abs-5,prayer,deacon,,,"Open ye the gates, princes.",,\N,\N,\N
block,,,,,,,,,,,,ap-abs-6,prayer,deacon,አድንኑ አርእስቲክሙ ቅድመ እግዚአብሔር አምላክነ,በአምላካችን በእግዚአብሔር ፊት ራሳችሁን ዝቅ፣ ዝቅ አድርጉ,"Ye who are standing, bow your heads.",Adninu ar'isteekimu qidme igzee'abihér amlakine,\N,\N,\N
block,,,,,,,,,,,,ap-abs-7,prayer,priest,,,"Lord eternal, Who knows what is hidden and what is manifest, before Thee Thy people have bowed their heads, and unto Thee have subdued the stubborn hearts of their body; look from Thy worthy dwelling-place, bless them, men and women; incline Thine ear to them and hearken unto their prayer.",,\N,\N,\N
block,,,,,,,,,,,,ap-abs-8,prayer,priest,,,"Confirm them with the strength of Thy right hand, help them and protect them from evil affliction; be a guardian both to their bodies and to their souls; and increase to them, both men and women, Thy faith and the fear of Thy name,",,\N,\N,\N
block,,,,,,,,,,,,ap-abs-9,prayer,priest,,,"through Thine only-begotten Son, through Whom to Thee with Him and with the Holy Spirit be glory and dominion, both now and unto the ages of ages. Amen.",,\N,\N,\N
section,,,,,,,apostles-penitence,Prayer of Penitence,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-pen-1,prayer,deacon,,,Worship the Lord with fear.,,\N,\N,\N
block,,,,,,,,,,,,ap-pen-2,response,congregation,,,"Before Thee, Lord, we worship, and Thee do we glorify.",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-3,prayer,priest,,,"O Lord God, the Father almighty, Thou it is Who heals the wounds of our soul, body, and spirit,",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-4,prayer,priest,,,"because Thou has said, by the mouth of Thine only-begotten Son, our Lord, God, and Saviour Jesus Christ, that which He said to our father Peter, you are a rock, and upon this rock I will build My holy church, and the gates of hell shall not prevail against it; and unto you do I give the keys of the Kingdom of heaven; what you shall have bound on earth shall be bound in heaven, and what you shall have loosed on earth shall be loosed in heaven.",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-5,prayer,priest,,,"Let all Thy servants and Thy handmaids, according to their several names, be absolved and set free out of the mouth of the Holy Spirit, and out of the mouth of me also, Thy sinful and guilty servant, whether they have wrought wittingly or unwittingly.",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-6,prayer,priest,,,"Keep them, Lord, and defend them, thy servants, my fathers, brothers and sisters.",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-7,prayer,priest,,,"And also loose me, thy humble and sinful servant.",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-8,prayer,priest,,,"Both absolve them and set them free: out of the mouth of the holy Trinity: the Father, Son, and Holy Spirit, and out of the mouth of me Thy sinful and unrighteous servant.",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-9,prayer,priest,,,"O propitious, merciful and lover of man, Lord our God, that takes away the sin of the world, accept the penitence of Thy servants and Thy handmaids, and shine upon them with the light of everlasting life, and forgive them, Lord, all their sins; for Thou art good and the lover of man.",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-10,prayer,priest,,,"O Lord our God, merciful, slow to anger, plenteous in mercy and righteous, forgive me my sins,",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-11,prayer,priest,,,"and deliver all thy servants and handmaids from all transgression and curse. If we have transgressed against Thee, Lord, whether in our word, deed, or thought, release, remit, pardon and have mercy, for Thou art good and the lover of man, Lord our God.",,\N,\N,\N
block,,,,,,,,,,,,ap-pen-12,prayer,priest,,,"O Lord, absolve us and set us free, and absolve all Thy people, and absolve me Thy sinful servant.",,\N,\N,\N
section,,,,,,,apostles-remembrances,Remembrances,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-rem-1r,rubric,\N,\N,\N,"Then he shall turn his face towards the people, bless them three times, make mention of them that are with him and say also:",\N,\N,\N,\N
block,,,,,,,,,,,,ap-rem-1,prayer,priest,,,"Remember, Lord, the honourable father, our Patriarch Abba and the blessed Archbishop Abba. Our God, keep them for us for many years and length of days in righteousness and peace.",,\N,\N,\N
block,,,,,,,,,,,,ap-rem-2,prayer,priest,,,"Remember, Lord, all our civil authorities, and loose them from all the chains of sin which they have committed wittingly or unwittingly, quickly subdue their adversaries and enemies under their feet.",,\N,\N,\N
block,,,,,,,,,,,,ap-rem-3,prayer,priest,,,"Remember, Lord, the patriarchs, archbishops, bishops, priests and deacons, anagnosts and singers, virgins and monks, widows and orphans, men and women, aged and children; and all Christian people that are standing in this holy church; strengthen them in the faith of Christ.",,\N,\N,\N
block,,,,,,,,,,,,ap-rem-4r,rubric,\N,\N,\N,At this moment he shall mention those that have lately been laid to rest.,\N,\N,\N,\N
block,,,,,,,,,,,,ap-rem-4,prayer,priest,,,"Remember, Lord, all our fathers, brothers and sisters that are asleep and resting in the orthodox faith, and lay their souls in the bosom of Abraham, Isaac and Jacob.",,\N,\N,\N
block,,,,,,,,,,,,ap-rem-5,prayer,priest,,,"And as for us, deliver us from every transgression and curse and from all wickedness and from all rebellion and from all false swearing and from all anathemas and from all perjury and from mingling with heretics and gentiles in error and defilement.",,\N,\N,\N
block,,,,,,,,,,,,ap-rem-6,prayer,priest,,,"Grant us, Lord, wisdom, power, reason, understanding and knowledge, that we may depart and flee for evermore from all works of Satan, the tempter.",,\N,\N,\N
block,,,,,,,,,,,,ap-rem-7,prayer,priest,,,"Grant us, Lord, to do Thy will and good pleasure at all times, and write our names in the book of life in the kingdom of heaven with all saints and martyrs, through Jesus Christ our Lord, through whom to Thee with Him and the Holy Spirit be glory and dominion, both now and ever and unto the ages of ages. Amen.",,\N,\N,\N
section,,,,,,,apostles-pre-communion,Pre-Communion,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-prec-1,prayer,deacon,,,Give heed.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-2,prayer,priest,,,Holy things for the holy.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-3,response,congregation,,,"One is the holy Father, one is the holy Son, one is the Holy Spirit.",,\N,\N,\N
block,,,,,,,,,,,,ap-prec-4,prayer,priest,እግዚአብሔር ምስለ ኵልክሙ።,እግዚአብሔር ከሁላችሁ ጋር ይሁን።,The Lord be with you all.,Igzee'abihér misle kwulikimu.,\N,\N,\N
block,,,,,,,,,,,,ap-prec-5,response,congregation,ምስለ መንፈስከ።,ከመንፈስህ ጋራ።,And with your spirit.,Misle menfesike.,\N,\N,\N
block,,,,,,,,,,,,ap-prec-6r,rubric,\N,\N,\N,The priest shall then lift up the whole Host with his hands and say:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-prec-6,prayer,priest,,,"Lord, have compassion upon us, O Christ; Lord, have compassion upon us, O Christ; Lord, have compassion upon us, O Christ.",,\N,\N,\N
block,,,,,,,,,,,,ap-prec-6b,rubric,\N,\N,\N,"Three times in a loud chant, and fifteen times in a low chant. The people shall repeat his words.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-prec-7,prayer,deacon,,,Ye that are penitent bow your heads.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-8r,rubric,\N,\N,\N,The priest shall turn toward the people and say:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-prec-8,prayer,priest,,,"Lord our God, look upon Thy people that are penitent, and according to Thy great mercy, have mercy upon them, and according to the multitude of Thy compassion blot out their iniquity, cover them and keep them from all evil.",,\N,\N,\N
block,,,,,,,,,,,,ap-prec-9,prayer,priest,,,"And redeem their souls in peace, forgive their former works, join them with Thy holy church, through the grace and compassion of Thine only-begotten Son our Lord, God, and Saviour Jesus Christ, through Whom to Thee with Him and with the Holy Spirit be glory and dominion, both now and ever and unto the ages of ages. Amen.",,\N,\N,\N
block,,,,,,,,,,,,ap-prec-10,prayer,deacon,,,Arise for prayer.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-11,response,congregation,,,Lord have mercy upon us.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-12,prayer,priest,እግዚአብሔር ምስለ ኵልክሙ።,እግዚአብሔር ከሁላችሁ ጋር ይሁን።,Peace be unto all of you.,Igzee'abihér misle kwulikimu.,\N,\N,\N
block,,,,,,,,,,,,ap-prec-13,response,congregation,ምስለ መንፈስከ።,ከመንፈስህ ጋራ።,And with your spirit.,Misle menfesike.,\N,\N,\N
block,,,,,,,,,,,,ap-prec-14,prayer,priest,,,"This is the true holy body of our Lord, God, and Saviour Jesus Christ, that is given for life, salvation, remission of sin unto them that receive of it in faith.",,\N,\N,\N
block,,,,,,,,,,,,ap-prec-14r,response,congregation,,,Amen.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-15,prayer,priest,,,"This is the true precious blood of our Lord, God, and Saviour Jesus Christ, which is given for life, salvation, and remission of sins into those who drink of it in faith.",,\N,\N,\N
block,,,,,,,,,,,,ap-prec-15r,response,congregation,,,Amen.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-16,prayer,priest,,,For this is the body and blood of Emmanuel our very God.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-16r,response,congregation,,,Amen.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-17,prayer,priest,,,"I believe, I believe, I believe and I confess, unto my last breath, that this is the body and blood of our Lord, God, and Saviour Jesus Christ, which He took from the Lady of us all, the holy Mary of twofold virginity, and made it one with His godhead without mixture or confusion, without division or alteration; and He verily confessed with a good testimony in the days of Pontius Pilate, and this body He gave up for our sakes and for the life of us all.",,\N,\N,\N
block,,,,,,,,,,,,ap-prec-17r,response,congregation,,,Amen.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-18,prayer,priest,,,"I believe, I believe, I believe and I confess that His godhead was not separated from His manhood, not for an hour nor for the twinkling of an eye, but He gave it up for our sakes for life, salvation, and remission of sin unto them that partake of it in faith.",,\N,\N,\N
block,,,,,,,,,,,,ap-prec-18r,response,congregation,,,Amen.,,\N,\N,\N
block,,,,,,,,,,,,ap-prec-19,prayer,priest,,,"I believe, I believe, I believe and I confess that this is the body and blood of our Lord, God, and Saviour Jesus Christ, and that to Him are rightly due honour and glory and adoration with His kind heavenly Father and the Holy Spirit, the life-giver, both now and ever and unto the ages of ages. Amen.",,\N,\N,\N
section,,,,,,,apostles-communion,Holy Communion,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-com-1r,rubric,\N,\N,\N,"Then the priest shall take in his hand the asbadikon which bears the sign of the cross, dip it into the chalice into the blood, and with it make the sign of the cross on the Body. Then, with the Body, he shall make the sign of the cross over the Blood and say:",\N,\N,\N,\N
block,,,,,,,,,,,,ap-com-1,prayer,priest,,,"Blessed be God, almighty Father, our God. And blessed be the only-begotten Son, our Lord and Saviour Jesus Christ. And blessed be the Holy Spirit the Paraclete, the comforter and cleanser of us all.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-1b,rubric,\N,\N,\N,"Then the assistant deacon shall offer water to the priests and deacons to wash their hands, signifying that they should be holy in their souls.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-com-2,prayer,priest,,,"Lord my God, behold the sacrifice of Thy Son's body, which pleases Thee. Through it blot out all my sins because Thine only-begotten Son died for me.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-3,prayer,priest,,,"And behold the pure blood of Thy Messiah, which was shed for me upon Calvary, cries aloud in my stead. Grant that the testimony of this blood may be unto the forgiveness of me Thy servant.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-4,prayer,priest,,,"And accept my prayers for its sake, because thy beloved accepted the spear and the nails for my sake, and suffered to please Thee. But after I was saved, Satan returned to my heart and pierced me through with his darts. Grant me, Lord, Thy mercy, because he is a powerful accuser.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-5,prayer,priest,,,And by the provision of sin he slew me. Avenge me of the audacious one who is not satisfied with my being led astray from my life.,,\N,\N,\N
block,,,,,,,,,,,,ap-com-6,prayer,priest,,,"Thou, Lord, my King, God, Saviour bind up the wounds of soul and body of me Thy servant.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-7r,rubric,\N,\N,\N,"Before receiving the Holy Communion, all communicants shall say:",\N,\N,\N,\N
block,,,,,,,,,,,,ap-com-7,prayer,all,,,"O my Lord Jesus Christ, it in no wise befits Thee to enter under the roof of my polluted house, for I have provoked Thee to wrath, for I have done evil in Thy sight, and through the transgression of Thy commandment have polluted my soul and body which Thou created after Thine image and likeness, yet in me dwells no good thing.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-8,prayer,all,,,"But for the sake of Thy plan, and Thine incarnation for my salvation, for the sake of thy precious cross and Thy life-giving death, for the sake of Thy resurrection on the third day, I pray thee and beseech Thee, O my Lord, that Thou would purge me from all guilt and curse, and from all sin and defilement.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-9,prayer,all,,,"And when I have received Thy holy mystery, let it not be unto me for judgement nor for condemnation, but have compassion upon me and have mercy upon me; and through it grant me remission of my sin and life for my soul, O life of the world, through the petition of our Lady, the holy Mary His mother of twofold virginity, and of John the Baptist, and through the prayer of all the holy angels, all the martyrs, and righteous who have fought for the good, unto ages of ages. Amen.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-9r,rubric,\N,\N,\N,"The priest shall come out of the sanctuary and distribute the Holy Communion to the faithful in order. Then the men, then the women. But the babies who have already been baptized shall receive before the other faithful.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-com-10r,rubric,\N,\N,\N,"While receiving the Holy Communion, the priest shall say to himself:",\N,\N,\N,\N
block,,,,,,,,,,,,ap-com-10,prayer,priest,,,"O my Lord Jesus Christ, let not this Thy mystery be iniquity in me, rather let it be for the purifying of my soul and my body.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-11r,rubric,\N,\N,\N,"The celebrant receives of the Host first, next he shall give it to the assistant priest, who gives him the Blood; the assistant priest shall himself receive of the Blood. The celebrant shall give the priests of the Body, the assistant priest shall give them of the Blood.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-com-12r,rubric,\N,\N,\N,"While offering the Holy Qurban at the time of the Anaphora of the Apostles, the priest shall say:",\N,\N,\N,\N
block,,,,,,,,,,,,ap-com-12,prayer,priest,,,"The bread of life which came down from heaven, the holy body of Christ.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-12b,response,all,,,Amen.,,\N,\N,\N
block,,,,,,,,,,,,ap-com-13,prayer,all,,,"Holy, holy, holy Trinity ineffable, grant me to receive this body and His blood for life and not for condemnation. Grant me to bring forth fruit that shall be well-pleasing unto Thee, to the end that I may appear in Thy glory, and live unto Thee, doing Thy will.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-14,prayer,all,,,"In faith I call upon Thee, Father, and call upon Thy Kingdom: hallowed, Lord, be Thy name upon us, for mighty art Thou, praised and glorious, and to Thee be glory, unto endless ages.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-15r,rubric,\N,\N,\N,Then he shall consume what he has received. While chewing he shall put his hand on his mouth. He shall chew in fear and trembling without making any sound till he finishes. Then he shall say:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-com-15,prayer,all,,,"Fill my mouth with praise, my heart with joy, and my soul with gladness, fill me who have received of this divine mystery, O Thou Who became man for the salvation of man.",,\N,\N,\N
block,,,,,,,,,,,,ap-com-16r,rubric,\N,\N,\N,When the assistant priest gives the blood he shall say:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-com-16,prayer,priest,,,This is the cup of life that came down from heaven; this is the precious blood of Christ.,,\N,\N,\N
block,,,,,,,,,,,,ap-com-17,response,all,,,Amen and amen.,,\N,\N,\N
section,,,,,,,apostles-post-communion,Post-Communion Prayers,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-pcom-1r,rubric,\N,\N,\N,The Prayer of Basil. When the blood is in his mouth he shall say in his heart:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-1,prayer,priest,,,"O my Lord and my God Jesus Christ, behold I have received Thy holy Body and Thy precious Blood. May they be for the remission of my sins and the blotting out of my trespasses.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-2,prayer,priest,,,"O only-begotten Son and lover of man, fill my mouth with Thy praise that I may praise Thy glory, for Thou art He Who once became man and declared Himself through His incarnation in order to save me for ever. Thou has redeemed me for ever for the sake of Thy holy Name.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-3,prayer,priest,,,"Glory be to Thee, O my Lord and my God Jesus Christ, Who has granted me Thy Body and Thy Blood at the hand of Thy servant. I glorify thee and pray thee that I may be in the midst of Thy flock, and that accepting me, Thou will number me with Thy sheep.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-4,prayer,priest,,,"And now remember not my trespasses. I give thanks for Thy grace which has been granted unto me, and for Thy help which has been with me.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-5r,rubric,\N,\N,\N,When the deacon receives the cup he shall say:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-5,prayer,deacon,,,"I will take the cup of life, and call upon the name of the Lord. Pray ye for us and for all Christians who ask us to mention them. Praise ye and sing in the peace and love of Jesus Christ.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-6r,rubric,\N,\N,\N,"And then the clergy shall chant Psalm 150. They shall chant one by one or two by two according to their number, without ceasing.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-7r,rubric,\N,\N,\N,The priest shall say as he goes out:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-7,prayer,priest,,,"Those whom Thou has called, Lord, and hallowed, make happy with Thy call, confirm with Thy power, keep with Thy love, join in Thine everlasting kingdom through Christ, through Whom to Thee with Him and with the Holy Spirit be glory and dominion, both now and ever and unto the ages of ages. Amen.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-8r,rubric,\N,\N,\N,"When the priest goes out he shall bless over the Paten once. Then he shall offer the Body to the people, and the deacon shall offer the Blood.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-9,prayer,priest,,,"O eternal God, light of life, Thou has given, Lord, unto us Thy servants strength and protection, during the present days and nights, keeping all in peace. Bless them on this present day, and on those to come hereafter, through our Lord Jesus Christ, through Whom to Thee with Him and with the Holy Spirit be glory and dominion, both now and ever and unto the ages of ages. Amen.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-10,prayer,deacon,,,We thank God that we have partaken of His holy things; we pray and trust that which we have received may be healing for the life of the soul while we glorify the Lord our God.,,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-11,prayer,priest,,,"My mouth shall speak the praise of the Lord, and let all flesh bless His holy Name for ever and ever.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcom-12,response,congregation,,,"Our Father who art in heaven, lead us, Lord, that we may not enter into temptation.",,\N,\N,\N
section,,,,,,,apostles-thanksgiving,Thanksgiving,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-thk-1,prayer,deacon,,,We have received of the holy body and the precious blood of Christ.,,\N,\N,\N
block,,,,,,,,,,,,ap-thk-2,prayer,priest,,,"My mouth shall speak the praise of the Lord, and let all flesh bless His holy name for ever and ever.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-3,response,congregation,,,"Our Father who art in heaven, lead us, Lord, that we may not enter into temptation.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-4,prayer,deacon,,,And let us give thanks unto Him that makes us ready to communicate in the precious and holy mystery.,,\N,\N,\N
block,,,,,,,,,,,,ap-thk-5,prayer,priest,,,"My mouth shall speak the praise of the Lord, and let all flesh bless His holy name for ever and ever.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-6,response,congregation,,,"Our Father who art in heaven, lead us, Lord, that we may not enter into temptation.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-7r,rubric,\N,\N,\N,The priest shall sing in Izl:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-thk-7,prayer,priest,,,"I will extol Thee, my King and my God, and I will bless Thy name for ever and ever.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-8,response,congregation,,,"Our Father who art in heaven, lead us, Lord, that we may not enter into temptation.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-9,prayer,priest,,,"Every day will I bless Thee, and I will praise Thy name for ever and ever.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-10,response,congregation,,,"Our Father who art in heaven, lead us, Lord, that we may not enter into temptation.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-11,prayer,priest,,,"My mouth shall speak the praise of the Lord, and let all flesh bless His holy name for ever and ever.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-12,response,congregation,,,"Our Father who art in heaven, lead us, Lord, that we may not enter into temptation.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-12r,rubric,\N,\N,\N,"This is not said in Izl on every occasion, but only at the feasts of our Lord and those of our Lady, and on Sundays.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-thk-13,prayer,priest,,,"Again we offer our supplication to the almighty God, Father of the Lord and Saviour Jesus Christ.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-14,prayer,priest,,,"We give Thee thanks, for Thou has granted us to take of Thy holy mystery. Let it not be unto me an occasion of guilt nor of judgement, but for the renewal of soul, body and spirit; through Thine only-begotten Son through Whom to Thee with Him and with the Holy Spirit be glory, and dominion, both now and ever and unto the ages of ages. Amen.",,\N,\N,\N
block,,,,,,,,,,,,ap-thk-15r,rubric,\N,\N,\N,"Commandment of St. Basil: Whatever remains of the Body and blood, let the celebrant distribute it to the priests and deacons before any of them drink water. If there is much, let everyone take until all has been consumed. Because the Body and Blood can never turn again into bread and wine.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-thk-16r,rubric,\N,\N,\N,The priest shall sing from Zimmari. Then he shall sing a song of two stanzas as follows:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-thk-16,prayer,all,,,"Hallelujah hallelujah, our Father Who art in heaven, hallowed be thy Name, forgive us all our trespasses, lead us lest we fall into temptation; Lord deliver us from the evil day, and save us from every temptation.",,\N,\N,\N
section,,,,,,,apostles-post-consumption,Post-Consumption Prayers,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-pcon-1,prayer,priest,,,"O Lord, Thy holy undefiled mystery has been completed, which Thou gave us for power and salvation, a memorial of Thy death as Thou appointed.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcon-2,prayer,priest,,,"And we have beheld the mystery of Thy holy resurrection. Let us be inheritors of life, and through it keep us in this hour and at all times, for Thou art a glorious King over all, our Lord, God, and Saviour Jesus Christ. Unto Thee we offer thanksgiving, majesty and honour, with Thy good heavenly Father, and with the Holy Spirit, the life giver, unto the ages of ages. Amen.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcon-3r,rubric,\N,\N,\N,Prayer after drinking water to be said by all together:,\N,\N,\N,\N
block,,,,,,,,,,,,ap-pcon-3,prayer,all,,,"I pray unto Thee and ask Thee, my Lord God, and Good Shepherd, Who loved Thy flock so to give Thy life as a ransom for Thy sheep, that Thou may grant me Thy body as a meat indeed for righteousness, and Thy blood as drink indeed for everlasting life.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcon-4,prayer,all,,,"And further I pray Thee and beseech Thee, O my Lord, that this Thy body and blood which I have received shall neither be for my shame nor for the guilt of my soul and body, but let them give me life and health; and teach me Thy fear, and instruct me in Thy love, so that I may please Thee all the days of my life and glorify Thee without ceasing.",,\N,\N,\N
block,,,,,,,,,,,,ap-pcon-5,prayer,all,,,"O Lord, cleanse my soul and purify it also. So that it may be a sacrifice unto Thee, and dispose my heart that the Holy Spirit may live and dwell in it and fill it. Because I have accepted Thy body and blood in faith, and received them from the hands of Thy priests, and eaten them; for Thine is the glory unto endless ages. Amen.",,\N,\N,\N
section,,,,,,,apostles-dismissal,Final Prayers and Dismissal,መጨረሻ ጸሎቶች,መጨረሻ ጸሎቶች,,,,,,,,,,,
block,,,,,,,,,,,,ap-dis-1,prayer,deacon,,,"For the sake of our thank-offering we beseech God to write our prayers in the book of life, and for the eternal God to remember us in the dwelling-place of the saints in His light.",,\N,\N,\N
block,,,,,,,,,,,,ap-dis-2,prayer,deacon,,,"On behalf of our fathers, brothers, and sisters, who have absented themselves, we beseech God to grant them diligence. Care for them all, deliver them from the bonds of this world and grant them a good nature, love, faith, and good hope through the body and blood of the Son of God, unto endless ages. Amen. So be it. So be it.",,\N,\N,\N
block,,,,,,,,,,,,ap-dis-3r,rubric,\N,\N,\N,The Laying on of the Hand.,\N,\N,\N,\N
block,,,,,,,,,,,,ap-dis-3,prayer,priest,,,"O eternal God, light of life unquenchable, look upon Thy servants and handmaids, planting in their hearts the fear of Thy name, in order that they may bear fruit in blessing, and count them with those who have been given Thy body and blood.",,\N,\N,\N
block,,,,,,,,,,,,ap-dis-4,prayer,priest,,,"And let Thy hand rest upon them that have bowed their heads before Thee, Thy people, men and women, aged and children, virgins and monks, widows and orphans.",,\N,\N,\N
block,,,,,,,,,,,,ap-dis-5,prayer,priest,,,"And join us also with them protect and help and confirm and strengthen us with the strength of Thine archangels; from all evil works keep us apart, and in all good works unite us.",,\N,\N,\N
block,,,,,,,,,,,,ap-dis-6,prayer,priest,,,"Through Thine only-begotten Son, through whom to Thee with Him and with the Holy Spirit be glory and dominion, both now and ever and unto ages of ages. Amen.",,\N,\N,\N
block,,,,,,,,,,,,ap-dis-7,prayer,deacon,,,And keep them in the right faith in glory and honour all the days of their life.,,\N,\N,\N
block,,,,,,,,,,,,ap-dis-8,prayer,deacon,,,"And make them to be in love and peace which passes all knowledge and all understanding, through the prayers and supplications of the Lady of us all, the mother of God, the holy and pure Mary, and the four great ones, full of light, Michael, Gabriel, Raphael and Sorial, and the four incorporeal creatures, and the twenty-four heavenly priests,",,\N,\N,\N
block,,,,,,,,,,,,ap-dis-9,prayer,deacon,,,"and remember our great holy fathers Abraham, Isaac and Jacob, the patriarchs, and John the Baptist, and the hundred and forty four thousand holy babes, and our fathers the learned Apostles, and the holy Apostle Mark, martyr and evangelist, and the seventy-two disciples, and the five hundred brethren, and the three hundred and eighteen orthodox, and the three young men Hanania, Mishael and Azariah, and the seven holy young men.",,\N,\N,\N
